course_id,course_title,course_url
ud_4174580,NestJS: The Complete Developer's Guide,https://www.udemy.com/course/nestjs-the-complete-developers-guide/
ud_1885262,Angular Core Deep Dive - Beginner to Advanced (Angular 17),https://www.udemy.com/course/angular-course/
ud_1673770,NgRx (with NgRx Data) - The Complete Guide (Angular 17),https://www.udemy.com/course/ngrx-course/
ud_4993276,[NEW] Master Spring Boot 3 & Spring Framework 6 with Java,https://www.udemy.com/course/spring-boot-and-spring-framework-tutorial-for-beginners/
ud_4427730,React Front To Back,https://www.udemy.com/course/react-front-to-back-2022/
ud_1078522,React JS Web Development - The Essentials Bootcamp,https://www.udemy.com/course/react-js-and-redux-mastering-web-apps/
ud_886614,Accelerated ES6 JavaScript Training,https://www.udemy.com/course/es6-bootcamp-next-generation-javascript/
ud_1471444,The Complete React Js & Redux Course - Build Modern Web Apps,https://www.udemy.com/course/the-complete-react-js-redux-course-build-modern-web-apps/
ud_860812,JavaScript Beginner Bootcamp (2023),https://www.udemy.com/course/javascript-the-basics-for-beginners/
ud_1952540,Python Django Dev To Deployment,https://www.udemy.com/course/python-django-dev-to-deployment/
ud_2410956,HTML & CSS - Certification Course for Beginners,https://www.udemy.com/course/html-css-certification-course-for-beginners/
ud_1562632,Django 2.2 & Python | The Ultimate Web Development Bootcamp,https://www.udemy.com/course/the-ultimate-beginners-guide-to-django-django-2-python-web-dev-website/
ud_4188320,Git & GitHub - The Practical Guide,https://www.udemy.com/course/git-github-practical-guide/
ud_3033110,HTML5 - From Basics to Advanced level [2024],https://www.udemy.com/course/html-basic-to-advanced/
ud_5024834,ChatGPT Complete Course - Prompt Engineering for ChatGPT,https://www.udemy.com/course/chat-gpt/
ud_267560,Create an eCommerce Website Using Laravel (PHP & MySQL),https://www.udemy.com/course/online-store-e-commerce-website-in-php-mysql-from-scratch/
ud_2410966,"HTML, JavaScript, & Bootstrap - Certification Course",https://www.udemy.com/course/html-javascript-bootstrap-certification-course/
ud_64422,1 Hour HTML,https://www.udemy.com/course/1-hour-html/
ud_2488654,The Complete 2023 PHP Full Stack Web Developer Bootcamp,https://www.udemy.com/course/the-complete-php-full-stack-web-developer-bootcamp/
ud_1039062,Webpack 2: The Complete Developer's Guide,https://www.udemy.com/course/webpack-2-the-complete-developers-guide/
ud_1123098,"Reactive Angular Course (with RxJs, Angular 17)",https://www.udemy.com/course/rxjs-reactive-angular-course/
ud_1726420,RxJs In Practice (with FREE E-Book),https://www.udemy.com/course/rxjs-course/
ud_1360998,Mastering data visualization in D3.js,https://www.udemy.com/course/masteringd3js/
ud_1436332,Learn JavaScript: Full-Stack from Scratch,https://www.udemy.com/course/learn-javascript-full-stack-from-scratch/
ud_2609434,Node.js API Masterclass With Express & MongoDB,https://www.udemy.com/course/nodejs-api-masterclass/
ud_1568344,Java Design Patterns & SOLID Design Principles,https://www.udemy.com/course/design-patterns-in-java-concepts-hands-on-projects/
ud_1399390,Object Oriented PHP & MVC,https://www.udemy.com/course/object-oriented-php-mvc/
ud_2022242,Learn Visual Studio Code (2020),https://www.udemy.com/course/learn-visual-studio-code/
ud_1776342,Webpack 5 in 2023: The Complete Guide For Beginners,https://www.udemy.com/course/webpack-from-beginner-to-advanced/
ud_1478856,HTML&CSS Tutorial and Projects Course  (Flexbox&Grid),https://www.udemy.com/course/in-depth-html-css-course-build-responsive-websites/
ud_3134552,".NET 8 Microservices: DDD, CQRS, Vertical/Clean Architecture",https://www.udemy.com/course/microservices-architecture-and-implementation-on-dotnet/
ud_1565240,Build Reactive MicroServices using Spring WebFlux/SpringBoot,https://www.udemy.com/course/build-reactive-restful-apis-using-spring-boot-webflux/
ud_2337794,Learn HTML - For Beginners,https://www.udemy.com/course/learn-html-for-beginners/
ud_1460764,Deep Learning and NLP: Seq2Seq Model Theory + ChatGPT Prizes,https://www.udemy.com/course/chatbot/
ud_2308032,Angular Testing Masterclass (Angular 17),https://www.udemy.com/course/angular-testing-course/
ud_1144726,Build a Real-world App with ASP.NET Core and Angular 2 (4+),https://www.udemy.com/course/aspnet-core-angular/
ud_3616978,"Complete NodeJS Developer (GraphQL, MongoDB, + more)",https://www.udemy.com/course/complete-nodejs-developer-zero-to-mastery/
ud_2357210,The Ultimate Hands-On Lightning Web Component,https://www.udemy.com/course/lightning-web-component-development/
ud_3749464,React and Typescript: Build a Portfolio Project,https://www.udemy.com/course/react-and-typescript-build-a-portfolio-project/
ud_1309852,Spring & Spring Boot Interview Guide,https://www.udemy.com/course/spring-interview-questions-and-answers/
ud_128946,Learn Responsive Web Development from Scratch,https://www.udemy.com/course/learn-responsive-web-development-from-scratch/
ud_3579383,Building Modern Web Applications with Go (Golang),https://www.udemy.com/course/building-modern-web-applications-with-go/
ud_2701028,Django 3 - Full Stack Websites with Python Web Development,https://www.udemy.com/course/django-3-make-websites-with-python-tutorial-beginner-learn-bootstrap/
ud_1657930,GraphQL by Example,https://www.udemy.com/course/graphql-by-example/
ud_1415652,Practical Web Development: 22 Courses in 1,https://www.udemy.com/course/the-complete-web-development-course/
ud_1518026,Javascript Tutorial and Projects Course,https://www.udemy.com/course/javascript-tutorial-for-beginners-w/
ud_2390114,PHP & MySQL - Certification Course for Beginners,https://www.udemy.com/course/php-mysql-certification-course-for-beginners/
ud_2685124,The Modern Angular Bootcamp,https://www.udemy.com/course/the-modern-angular-bootcamp/
ud_2493580,Creating Accessible Websites,https://www.udemy.com/course/creating-accessible-websites/
ud_2337802,Learn JavaScript - For Beginners,https://www.udemy.com/course/learn-javascript-for-beginners-v/
ud_746014,The Complete Sass & SCSS Course: From Beginner to Advanced,https://www.udemy.com/course/sasscourse/
ud_2272508,The Complete Full-Stack JavaScript Course,https://www.udemy.com/course/full-stack-javascript/
ud_1642074,Object-oriented Programming in JavaScript,https://www.udemy.com/course/javascript-object-oriented-programming/
ud_4421508,Build ASP.NET Core Web API - Scratch To Finish (.NET8 API),https://www.udemy.com/course/build-rest-apis-with-aspnet-core-web-api-entity-framework/
ud_473548,PHP OOP: Object Oriented Programming for beginners + Project,https://www.udemy.com/course/oop-php-object-oriented-programing-with-project-1-course/
ud_674608,The Complete Web Developer Masterclass: Beginner To Advanced,https://www.udemy.com/course/webdevelopercourse/
ud_1178762,Complete WordPress Theme & Plugin Development Course,https://www.udemy.com/course/wordpress-theme-and-plugin-development-course/
ud_4724938,Mastering TypeScript - 2024 Edition,https://www.udemy.com/course/learn-typescript/
ud_3030132,JavaScript Web Projects: 20 Projects to Build Your Portfolio,https://www.udemy.com/course/javascript-web-projects-to-build-your-portfolio-resume/
ud_876544,.NET 5 Web API & Entity Framework Crash Course,https://www.udemy.com/course/aspnet-web-api-2-hands-on/
ud_2020278,Master Laravel for Beginners & Intermediate 2024,https://www.udemy.com/course/laravel-beginner-fundamentals/
ud_3033196,The Complete ReactJs Course - Basics to Advanced [2024],https://www.udemy.com/course/react-js-basics-to-advanced/
ud_1633166,Complete Angular 11 - Ultimate Guide - with Real World App,https://www.udemy.com/course/complete-angular-indepth-easy/
ud_3442782,Learn Complete Front-End Web Development Course (2024),https://www.udemy.com/course/front-end-web-development-complete-guide-step-by-step/
ud_1383496,Server Side Rendering with React and Redux,https://www.udemy.com/course/server-side-rendering-with-react-and-redux/
ud_1922984,.NET 7 Web API & Entity Framework Jumpstart,https://www.udemy.com/course/net-core-31-web-api-entity-framework-core-jumpstart/
ud_4341438,Build Web Apps with React & Firebase,https://www.udemy.com/course/build-web-apps-with-react-firebase/
ud_11475,"Become a Certified Web Developer: HTML, CSS and JavaScript",https://www.udemy.com/course/become-a-certified-web-developer/
ud_164554,AngularJS JumpStart with Dan Wahlin,https://www.udemy.com/course/angularjs-jumpstart/
ud_787236,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",https://www.udemy.com/course/build-responsive-website-using-html5-css3-js-and-bootstrap/
ud_889438,ChatBots: Messenger ChatBot - DialogFlow and nodejs,https://www.udemy.com/course/chatbots/
ud_4355412,FastAPI - The Complete Course 2024 (Beginner + Advanced),https://www.udemy.com/course/fastapi-the-complete-course/
ud_1403814,Azure Serverless Functions and Logic Apps,https://www.udemy.com/course/azure-serverless/
ud_2417990,The Complete SSL and TLS Guide: HTTP to HTTPS,https://www.udemy.com/course/ssl-complete-guide/
ud_2360566,Svelte.js - The Complete Guide (incl. Sapper.js),https://www.udemy.com/course/sveltejs-the-complete-guide/
ud_2817271,Blazor Bootcamp - .NET 6 E-Commerce Web App(WASM and Server),https://www.udemy.com/course/introduction-to-aspnet-core-x/
ud_3830262,NodeJS Tutorial and Projects Course,https://www.udemy.com/course/nodejs-tutorial-and-projects-course/
ud_2579842,Software Architecture: REST API Design - The Complete Guide,https://www.udemy.com/course/rest-api-design-the-complete-guide/
ud_1200530,Electron for Desktop Apps: The Complete Developer's Guide,https://www.udemy.com/course/electron-react-tutorial/
ud_2035334,Web Components & Stencil.js - Build Custom HTML Elements,https://www.udemy.com/course/web-components-stenciljs-build-custom-html-elements/
ud_917724,Learn JavaScript for Web Development,https://www.udemy.com/course/javascript-learn-javascript-essentials-and-build-project/
ud_1052118,Dissecting Ruby on Rails 5 - Become a Professional Developer,https://www.udemy.com/course/professional-rails-5-development-course/
ud_4931546,Asp.Net Core 8 (.NET 8)  | True Ultimate Guide,https://www.udemy.com/course/asp-net-core-true-ultimate-guide-real-project/
ud_1565998,Asp.Net MVC 5 - Ultimate Guide - In depth & Sample Project,https://www.udemy.com/course/complete-aspnet-mvc-5-and-aspnet-core-mvc-course-indepth/
ud_1789268,Java Enterprise Edition 8 for Beginners course,https://www.udemy.com/course/java-enterprise-edition-8/
ud_2411016,"JavaScript, Bootstrap, & PHP - Certification for Beginners",https://www.udemy.com/course/javascript-bootstrap-php-certification-for-beginners/
ud_4574020,Introduction to the OWASP Top 10 – 2021,https://www.udemy.com/course/introduction-to-the-owasp-top-10-2021/
ud_1490124,Complete Wordpress Website Developer Course,https://www.udemy.com/course/the-complete-wordpress-developer-course-w/
ud_1208638,"React JS, Angular & Vue JS - Quickstart & Comparison",https://www.udemy.com/course/angular-reactjs-vuejs-quickstart-comparison/
ud_1396598,Python eCommerce | Build a Django eCommerce Web Application,https://www.udemy.com/course/python-ecommerce-build-a-django-ecommerce-web-application/
ud_1788518,Web Development - Complete Fast Track Course,https://www.udemy.com/course/web-development-fast-track/
ud_4699780,Tailwind CSS From Scratch | Learn By Building Projects,https://www.udemy.com/course/tailwind-from-scratch/
ud_380582,Learn OAuth 2.0 - Get started as an API Security Expert,https://www.udemy.com/course/learn-oauth-2/
ud_1426718,Complete Responsive Web Development: 4 courses in 1,https://www.udemy.com/course/responsive-web-development/
ud_4341188,Django 4 and Python Full-Stack Developer Masterclass,https://www.udemy.com/course/django-and-python-full-stack-developer-masterclass/
ud_1563268,Rest Api's in Asp.Net Core and C# 2024 Edition,https://www.udemy.com/course/rest-apis-in-aspnet-core/
ud_1605992,Vue JS Essentials with Vuex and Vue Router,https://www.udemy.com/course/vue-js-course/
ud_3033182,CSS - Basics to Adv for front end development [2024],https://www.udemy.com/course/css-basics-to-advanced/
ud_1002676,The Full Stack Web Development,https://www.udemy.com/course/the-full-stack-web-development/
ud_297044,Learn WCF And Web APIs From Scratch,https://www.udemy.com/course/learn-wcf-and-web-apis-from-scratch/
ud_2120618,Master ASP.NET MVC Core 3.1,https://www.udemy.com/course/master-aspnet-core-mvc/
ud_2192886,Asp.Net Core : The Complete Guide To Build RESTful Api's,https://www.udemy.com/course/restful-apis-in-aspnet-core/
ud_1712214,The Complete HTML5 Course: From Beginning to Expert,https://www.udemy.com/course/interactive-html-course/
ud_8324,Javascript for Beginners,https://www.udemy.com/course/beginning-javascript/
ud_3400594,Bootstrap 5 Course - The Complete Guide Step by Step (2024),https://www.udemy.com/course/the-complete-bootstrap-5-course-for-beginners-step-by-step/
ud_3624936,"Complete Vue Developer Bootcamp (Pinia, Vitest)",https://www.udemy.com/course/complete-vue-js-developer-zero-to-mastery-vuex/
ud_3548982,RxJS 7 and Observables: Introduction,https://www.udemy.com/course/rxjs-and-observables/
ud_405840,Regular Expressions for Beginners - Universal,https://www.udemy.com/course/regular-expressions-for-beginners-universal/
ud_3046128,Modern JavaScript for React JS - ES6 [2024],https://www.udemy.com/course/modern-javascript-es6-for-react-js/
ud_576054,Complete WordPress Developer Course 2023 - Plugins & Themes,https://www.udemy.com/course/wordpress-development-create-wordpress-themes-and-plugins/
ud_1165096,Vue JS 2.0 - Mastering Web Apps,https://www.udemy.com/course/vue-web-apps/
ud_4966306,The Complete Guide to HTML,https://www.udemy.com/course/the-complete-guide-to-html/
ud_4152006,Python Django - Complete Course,https://www.udemy.com/course/python-django-2021-complete-course/
ud_1554504,Build EU GDPR data protection compliance from scratch (CIPT),https://www.udemy.com/course/build-eu-gdpr-data-protection-compliance-from-scratch-cipt/
ud_1236728,Hello React - React Training for JavaScript Beginners,https://www.udemy.com/course/hello-react/
ud_64605,1 Hour CSS,https://www.udemy.com/course/1-hour-css/
ud_1840024,Just Express (with a bunch of node and http). In detail.,https://www.udemy.com/course/just-express-with-a-bunch-of-node-and-http-in-detail/
ud_2410998,"HTML, CSS, & Bootstrap - Certification Course for Beginners",https://www.udemy.com/course/html-css-bootstrap-certification-course-for-beginners/
ud_1439744,React For The Rest Of Us,https://www.udemy.com/course/react-for-the-rest-of-us/
ud_1171966,The Complete PHP MYSQL Professional Course with 5 Projects,https://www.udemy.com/course/the-complete-php-mysql-professional-course/
ud_1731874,Practical Web Design & Development: 7 Courses in 1,https://www.udemy.com/course/learn-web-design-html-css-adobe-photoshop/
ud_2034156,Build a Blockchain & Cryptocurrency | Full-Stack Edition,https://www.udemy.com/course/build-blockchain-full-stack/
ud_2534378,Implement High Fidelity Designs with Material-UI and ReactJS,https://www.udemy.com/course/implement-high-fidelity-designs-with-material-ui-and-reactjs/
ud_2410958,CSS & JavaScript - Certification Course for Beginners,https://www.udemy.com/course/css-javascript-certification-course-for-beginners/
ud_4993934,Crash Course: Build a Full-Stack Web App in a Weekend!,https://www.udemy.com/course/full-stack-crash-course/
ud_3339492,HTML & CSS - Certification Course for Beginners,https://www.udemy.com/course/html-css-certification-course-for-beginners-e/
ud_3614898,Adobe Experience Manager 6.5 - Build Websites and Components,https://www.udemy.com/course/adobe-experience-manager-65/
ud_1252630,React JS - Mastering Redux,https://www.udemy.com/course/react-js-mastering-redux/
ud_309820,ASP .Net MVC Quick Start,https://www.udemy.com/course/aspnet-mvc-quick-start/
ud_909244,Docker for Developers and DevOps,https://www.udemy.com/course/docker-for-developers/
ud_1277804,"Python for Network Engineers: Netmiko, NAPALM, pyntc, Telnet",https://www.udemy.com/course/python-for-network-engineers-netmiko-napalm-pyntc-telnet-ssh-automate/
ud_2337812,Learn PHP - For Beginners,https://www.udemy.com/course/learn-php-for-beginners-n/
ud_2088586,"Asynchronous JavaScript: Promises, Callbacks, Async Await",https://www.udemy.com/course/asynchronous-javascript-promises-callbacks-async-await/
ud_1923692,The Complete Guide To Build Rest Api's with Asp.Net and C#,https://www.udemy.com/course/restapi-in-aspnet/
ud_4695284,The Complete Spring Boot Development Bootcamp,https://www.udemy.com/course/the-complete-spring-boot-development-bootcamp/
ud_3792332,Django with React | An Ecommerce Website,https://www.udemy.com/course/django-with-react-an-ecommerce-website/
ud_548076,Java Message Service - JMS Fundamentals,https://www.udemy.com/course/java-message-service-jms-fundamentals/
ud_1342418,The Complete JavaScript Course - Beginner to Professional,https://www.udemy.com/course/javascript-training/
ud_94432,Learn PHP Fundamentals From Scratch,https://www.udemy.com/course/learn-php-fundamentals-from-scratch/
ud_30261,"Kids Coding - Introduction to HTML, CSS and JavaScript!",https://www.udemy.com/course/kids-coding-introduction-to-html-css-and-javascript/
ud_2237386,Clean Architecture in .NET Core MVC[.NET 8] - Complete Guide,https://www.udemy.com/course/asp-net-core/
ud_3014852,Mastering SharePoint Framework SPFx Development,https://www.udemy.com/course/sharepointframeworkspfxdevelopment/
